                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    320,                0.32843,                0.35631,                0.27826,                0.91529,                0.89581,                0.98889,                0.96568,                0.91886,                0.89581,                0.98889,                0.96568,                 0.9284,                0.32248,                0.37871,                0.34743,                0.95329,              0.0013704,              0.0013704,              0.0013704
                    321,                0.32258,                0.32595,                0.27317,                 0.9218,                0.89741,                0.98889,                 0.9824,                0.93172,                0.89741,                0.98889,                 0.9824,                0.95003,                0.30889,                0.35413,                0.32478,                0.95162,              0.0013684,              0.0013684,              0.0013684
                    322,                0.32664,                0.36952,                0.26611,                0.92198,                0.92577,                0.97006,                0.97809,                0.93477,                0.92577,                0.97006,                0.97809,                0.95758,                0.30507,                0.31509,                0.33008,                0.93373,              0.0013664,              0.0013664,              0.0013664
                    323,                0.32221,                 0.3474,                0.28183,                0.91722,                 0.9175,                0.98852,                0.97406,                0.92891,                 0.9175,                0.98852,                0.97406,                0.94661,                 0.3096,                0.31538,                0.32419,                0.92516,              0.0013644,              0.0013644,              0.0013644
                    324,                0.30938,                0.35425,                0.24984,                0.91099,                0.90683,                      1,                0.98415,                0.93588,                0.91752,                 0.9888,                0.97565,                 0.9325,                0.34076,                0.36879,                0.35875,                 0.9668,              0.0013624,              0.0013624,              0.0013624
                    325,                0.32274,                0.34979,                0.26692,                0.91654,                0.93478,                0.96667,                0.97498,                0.93556,                0.94221,                0.97778,                0.98408,                0.93551,                0.33676,                0.35146,                0.36431,                0.96606,              0.0013605,              0.0013605,              0.0013605
                    326,                0.29903,                0.33603,                0.25713,                0.91451,                0.92409,                0.97778,                 0.9767,                0.93925,                0.93059,                0.98889,                0.98572,                0.94095,                0.34294,                0.31478,                0.35355,                 0.9739,              0.0013585,              0.0013585,              0.0013585
                    327,                0.33922,                0.38075,                0.29036,                   0.92,                0.94427,                0.94127,                0.98043,                0.92038,                0.94427,                0.94127,                0.98043,                0.93577,                0.39746,                0.37273,                0.38858,                 1.0151,              0.0013565,              0.0013565,              0.0013565
                    328,                0.30052,                0.32161,                 0.2508,                0.90969,                0.91728,                0.98565,                0.98355,                 0.9241,                0.91728,                0.98565,                0.98355,                0.94234,                0.36822,                0.36023,                 0.4232,                0.97668,              0.0013545,              0.0013545,              0.0013545
                    329,                0.31861,                0.32858,                0.27365,                0.91514,                0.91567,                0.96512,                0.97443,                0.90994,                0.91567,                0.96512,                0.97443,                0.91964,                0.35402,                0.41344,                0.37689,                0.97293,              0.0013525,              0.0013525,              0.0013525
                    330,                0.31795,                0.36901,                0.26806,                0.91471,                0.93426,                0.94444,                0.98053,                0.92903,                0.93426,                0.94444,                0.98053,                0.94113,                0.30581,                0.32786,                0.31636,                0.93894,              0.0013506,              0.0013506,              0.0013506
                    331,                0.31974,                0.34478,                0.24965,                0.90848,                0.91576,                0.97778,                0.98233,                 0.9262,                0.91576,                0.97778,                0.98233,                0.95085,                0.30836,                0.27079,                0.33894,                0.93693,              0.0013486,              0.0013486,              0.0013486
                    332,                0.31299,                0.34034,                0.25825,                0.91892,                0.89544,                0.98889,                0.97456,                0.91846,                0.89544,                0.98889,                0.97456,                  0.942,                0.33079,                0.27899,                0.33253,                0.96823,              0.0013466,              0.0013466,              0.0013466
                    333,                0.32188,                 0.3567,                0.26707,                0.92043,                0.89649,                0.97778,                 0.9761,                0.92992,                0.89649,                0.97778,                 0.9761,                0.93809,                0.33629,                0.30661,                0.34936,                0.96527,              0.0013446,              0.0013446,              0.0013446
                    334,                 0.3212,                0.36189,                0.26923,                0.92187,                0.88894,                0.98889,                0.96717,                0.92412,                0.89897,                      1,                0.97834,                0.93864,                 0.3317,                 0.2966,                0.35437,                0.95952,              0.0013426,              0.0013426,              0.0013426
                    335,                0.30901,                0.34201,                0.27049,                0.91867,                 0.9121,                0.96667,                 0.9798,                0.93243,                 0.9121,                0.96667,                 0.9798,                0.95283,                0.31238,                0.28029,                0.38082,                0.93811,              0.0013407,              0.0013407,              0.0013407
                    336,                0.30817,                0.34292,                0.27018,                 0.9121,                0.89599,                0.94444,                0.96575,                0.91091,                0.85214,                      1,                 0.9743,                0.92299,                0.30981,                0.30659,                 0.4035,                0.93699,              0.0013387,              0.0013387,              0.0013387
                    337,                0.32563,                0.36432,                0.27051,                0.91918,                 0.8904,                0.96667,                0.97098,                0.91572,                 0.8904,                0.96667,                0.97098,                0.93203,                0.33482,                0.35434,                0.40439,                 0.9559,              0.0013367,              0.0013367,              0.0013367
